path,label
data/5-flowers/train/dandelion/7116950607_49b19102ba_n.jpg,dandelion
data/5-flowers/train/daisy/5884807222_22f5326ba8_m.jpg,daisy
data/5-flowers/train/dandelion/7162551630_3647eb9254.jpg,dandelion
data/5-flowers/train/tulip/8838354855_c474fc66a3_m.jpg,tulip
data/5-flowers/train/dandelion/15358221063_2c6e548e84.jpg,dandelion
data/5-flowers/train/tulip/6994351792_343e18cbf6_n.jpg,tulip
data/5-flowers/train/daisy/14402451388_56545a374a_n.jpg,daisy
data/5-flowers/train/tulip/13910028149_6c9d5485ef.jpg,tulip
data/5-flowers/train/rose/8622493424_877ae35ed7.jpg,rose
data/5-flowers/train/rose/15222804561_0fde5eb4ae_n.jpg,rose
data/5-flowers/train/dandelion/8376558865_19c5cd6fd6_n.jpg,dandelion
data/5-flowers/train/daisy/6136947177_47ff445eb4_n.jpg,daisy
data/5-flowers/train/sunflower/4932735362_6e1017140f.jpg,sunflower
data/5-flowers/train/sunflower/8192234807_fed4a46f1a_n.jpg,sunflower
data/5-flowers/train/tulip/15049902081_dd85361f8c_m.jpg,tulip
data/5-flowers/train/rose/23891005905_17ce9e6936.jpg,rose
data/5-flowers/train/tulip/8712266605_3787e346cd_n.jpg,tulip
data/5-flowers/train/rose/5193918046_d44e4fcd75_m.jpg,rose
data/5-flowers/train/sunflower/5007598545_90e08e81c1_n.jpg,sunflower
data/5-flowers/train/sunflower/9783416751_b2a03920f7_n.jpg,sunflower
data/5-flowers/train/daisy/13583238844_573df2de8e_m.jpg,daisy
data/5-flowers/train/daisy/3506866918_61dd5fc53b_n.jpg,daisy
data/5-flowers/train/rose/5799616059_0ffda02e54.jpg,rose
data/5-flowers/train/dandelion/13968424321_1d89b33a9f_n.jpg,dandelion
data/5-flowers/train/sunflower/9482209981_bf7bf6022b_m.jpg,sunflower
data/5-flowers/train/daisy/10466558316_a7198b87e2.jpg,daisy
data/5-flowers/train/rose/5628552852_60bbe8d9b0_n.jpg,rose
data/5-flowers/train/daisy/4851353993_2cbbbd1040_n.jpg,daisy
data/5-flowers/train/tulip/12025038686_7f10811d4b_n.jpg,tulip
data/5-flowers/train/rose/9614492283_66020fb4eb_n.jpg,rose
data/5-flowers/train/tulip/14087361621_9fefb8dbef.jpg,tulip
data/5-flowers/train/dandelion/4574102507_70039c8b28.jpg,dandelion
data/5-flowers/train/sunflower/9246304620_768d1f54d7_n.jpg,sunflower
data/5-flowers/train/rose/17165596357_392a12391f.jpg,rose
data/5-flowers/train/tulip/8702982836_75222725d7.jpg,tulip
data/5-flowers/train/sunflower/4872284527_ff52128b97.jpg,sunflower
data/5-flowers/train/sunflower/9460336948_6ae968be93.jpg,sunflower
data/5-flowers/train/sunflower/18828283553_e46504ae38.jpg,sunflower
data/5-flowers/train/tulip/9870557734_88eb3b9e3b_n.jpg,tulip
data/5-flowers/train/rose/19440805164_920b28da61_n.jpg,rose
data/5-flowers/train/dandelion/4632251871_9f324a7bb5.jpg,dandelion
data/5-flowers/train/tulip/15275504998_ca9eb82998.jpg,tulip
data/5-flowers/train/dandelion/13471273823_4800ca8eec.jpg,dandelion
data/5-flowers/train/rose/9160289562_ab2718d19b.jpg,rose
data/5-flowers/train/sunflower/6606743797_c90c669757.jpg,sunflower
data/5-flowers/train/rose/5156037859_1673720a11_m.jpg,rose
data/5-flowers/train/dandelion/4574737576_044403a997_n.jpg,dandelion
data/5-flowers/train/tulip/5730908127_da871df0f8.jpg,tulip
data/5-flowers/train/rose/8590442797_07fa2141c0_n.jpg,rose
data/5-flowers/train/dandelion/4258272073_f616d1e575_m.jpg,dandelion
data/5-flowers/train/dandelion/7368449232_c99f49b2e6_n.jpg,dandelion
data/5-flowers/train/tulip/9831362123_5aac525a99_n.jpg,tulip
data/5-flowers/train/dandelion/4632863567_5f9af7de97_n.jpg,dandelion
data/5-flowers/train/sunflower/8202034834_ee0ee91e04_n.jpg,sunflower
data/5-flowers/train/dandelion/7308600792_27cff2f73f.jpg,dandelion
data/5-flowers/train/daisy/18354545086_693ea7bc2a.jpg,daisy
data/5-flowers/train/tulip/4588904196_3c5825c7f4.jpg,tulip
data/5-flowers/train/tulip/17282288501_e8738c9cfb_n.jpg,tulip
data/5-flowers/train/dandelion/14439618952_470224b89b_n.jpg,dandelion
data/5-flowers/train/tulip/13509967925_eaaeefa396_m.jpg,tulip
data/5-flowers/train/sunflower/7176723954_e41618edc1_n.jpg,sunflower
data/5-flowers/train/dandelion/3696596109_4c4419128a_m.jpg,dandelion
data/5-flowers/train/rose/5721768347_2ec4d2247b_n.jpg,rose
data/5-flowers/train/rose/15922772266_1167a06620.jpg,rose
data/5-flowers/train/rose/9337528427_3d09b7012b.jpg,rose
data/5-flowers/train/tulip/9030467406_05e93ff171_n.jpg,tulip
data/5-flowers/train/sunflower/13096076565_72c2c60875_n.jpg,sunflower
data/5-flowers/train/rose/16157873719_bf0bdf8558_n.jpg,rose
data/5-flowers/train/tulip/5674167473_ac696c8989_n.jpg,tulip
data/5-flowers/train/daisy/5973491805_556bba93cc.jpg,daisy
data/5-flowers/train/dandelion/14185089716_2a48298d17.jpg,dandelion
data/5-flowers/train/daisy/7358085448_b317d11cd5.jpg,daisy
data/5-flowers/train/sunflower/20777375650_ef854bf645.jpg,sunflower
data/5-flowers/train/sunflower/15054866898_60ee50ec6b_n.jpg,sunflower
data/5-flowers/train/tulip/8712263493_3db76c5f82.jpg,tulip
data/5-flowers/train/dandelion/19064700925_b93d474e37.jpg,dandelion
data/5-flowers/train/tulip/8838347159_746d14e6c1_m.jpg,tulip
data/5-flowers/train/tulip/9947385346_3a8cacea02_n.jpg,tulip
data/5-flowers/train/rose/14747962886_2bff6bb323_m.jpg,rose
data/5-flowers/train/tulip/8695372372_302135aeb2.jpg,tulip
data/5-flowers/train/daisy/14707111433_cce08ee007.jpg,daisy
data/5-flowers/train/rose/5212885371_fe27c406a2_n.jpg,rose
data/5-flowers/train/daisy/5997702776_c7bc37aa6b_n.jpg,daisy
data/5-flowers/train/daisy/3117644024_1cbb59a509_n.jpg,daisy
data/5-flowers/train/dandelion/4560613196_91a04f8dcf_m.jpg,dandelion
data/5-flowers/train/dandelion/7141013005_d2f168c373.jpg,dandelion
data/5-flowers/train/daisy/7633425046_8293e3d0e9_m.jpg,daisy
data/5-flowers/train/daisy/2828733818_1c1ed0089d_n.jpg,daisy
data/5-flowers/train/dandelion/5109496141_8dcf673d43_n.jpg,dandelion
data/5-flowers/train/sunflower/16656015339_2ccb7cd18d.jpg,sunflower
data/5-flowers/train/tulip/14270573963_f122c40438.jpg,tulip
data/5-flowers/train/daisy/9299302012_958c70564c_n.jpg,daisy
data/5-flowers/train/daisy/7454630692_ab2d67dd18_m.jpg,daisy
data/5-flowers/train/rose/8674140377_ae7b0be523.jpg,rose
data/5-flowers/train/rose/3292654244_4a220ab96f_m.jpg,rose
data/5-flowers/train/dandelion/4573204407_babff0dce4_n.jpg,dandelion
data/5-flowers/train/daisy/3356112863_75da8bca2c_m.jpg,daisy
data/5-flowers/train/dandelion/18889216716_cd67aec890_n.jpg,dandelion
data/5-flowers/train/dandelion/14457225751_645a3784fd_n.jpg,dandelion
data/5-flowers/train/dandelion/4510350093_3700064215.jpg,dandelion
data/5-flowers/train/tulip/14090546015_504c8becd1.jpg,tulip
data/5-flowers/train/tulip/17066862602_7530f21efe.jpg,tulip
data/5-flowers/train/daisy/9593034725_0062f0d24e_n.jpg,daisy
data/5-flowers/train/daisy/3957488431_52a447c0e8_m.jpg,daisy
data/5-flowers/train/rose/5835539224_75967fc400_m.jpg,rose
data/5-flowers/train/sunflower/5970868068_fe1c8b282e_n.jpg,sunflower
data/5-flowers/train/tulip/7094415739_6b29e5215c_m.jpg,tulip
data/5-flowers/train/sunflower/21374127408_5ffbe87bb2.jpg,sunflower
data/5-flowers/train/sunflower/9339697826_88c9c4dc50.jpg,sunflower
data/5-flowers/train/dandelion/7808545612_546cfca610_m.jpg,dandelion
data/5-flowers/train/tulip/12916135413_dafcf3089e_n.jpg,tulip
data/5-flowers/train/tulip/4546316433_202cc68c55.jpg,tulip
data/5-flowers/train/rose/15859434664_67bf3ef29f.jpg,rose
data/5-flowers/train/tulip/4521037085_70d5802e1d_m.jpg,tulip
data/5-flowers/train/rose/19153732586_9de58c8f53_n.jpg,rose
data/5-flowers/train/dandelion/5875763050_82f32f2eed_m.jpg,dandelion
data/5-flowers/train/rose/12202373204_34fb07205b.jpg,rose
data/5-flowers/train/tulip/8768645961_8f1e097170_n.jpg,tulip
data/5-flowers/train/tulip/14255917256_84c23c572b.jpg,tulip
data/5-flowers/train/dandelion/9617087594_ec2a9b16f6.jpg,dandelion
data/5-flowers/train/tulip/7166626128_8e0983ac8e_n.jpg,tulip
data/5-flowers/train/sunflower/13354458753_7b586f7c95_n.jpg,sunflower
data/5-flowers/train/sunflower/16616096711_12375a0260_n.jpg,sunflower
data/5-flowers/train/sunflower/22416421196_caf131c9fa_m.jpg,sunflower
data/5-flowers/train/tulip/16677199221_eab3f22378_n.jpg,tulip
data/5-flowers/train/tulip/5674695558_61397a1584.jpg,tulip
data/5-flowers/train/tulip/16670377091_87987f50a4_n.jpg,tulip
data/5-flowers/train/daisy/6884975451_c74f445d69_m.jpg,daisy
data/5-flowers/train/dandelion/21657726011_2c94e341bc_n.jpg,dandelion
data/5-flowers/train/daisy/5623010186_796ca8d29a.jpg,daisy
data/5-flowers/train/rose/9433167170_fa056d3175.jpg,rose
data/5-flowers/train/sunflower/4933230991_d50c0f7c66.jpg,sunflower
data/5-flowers/train/tulip/13176576813_50e77cc1d9.jpg,tulip
data/5-flowers/train/sunflower/14858674096_ed0fc1a130.jpg,sunflower
data/5-flowers/train/daisy/6208851904_9d916ebb32_n.jpg,daisy
data/5-flowers/train/dandelion/17220096449_0e535989f0_n.jpg,dandelion
data/5-flowers/train/daisy/2511306240_9047015f2d_n.jpg,daisy
data/5-flowers/train/tulip/16265883604_92be82b973.jpg,tulip
data/5-flowers/train/daisy/2590291468_2635d3e4e0_n.jpg,daisy
data/5-flowers/train/daisy/3639009391_0f910681b7.jpg,daisy
data/5-flowers/train/daisy/3483303007_42e3f90da7.jpg,daisy
data/5-flowers/train/dandelion/8689302100_be76a16ccc_n.jpg,dandelion
data/5-flowers/train/daisy/15784493690_b1858cdb2b_n.jpg,daisy
data/5-flowers/train/dandelion/7280227122_7ea2bef7f4_n.jpg,dandelion
data/5-flowers/train/daisy/4222584034_8964cbd3de.jpg,daisy
data/5-flowers/train/daisy/14554906452_35f066ffe9_n.jpg,daisy
data/5-flowers/train/daisy/4993492878_11fd4f5d12.jpg,daisy
data/5-flowers/train/sunflower/9610373158_5250bce6ac_n.jpg,sunflower
data/5-flowers/train/tulip/17165583356_38cb1f231d_n.jpg,tulip
data/5-flowers/train/daisy/5773652803_574b51414f_n.jpg,daisy
data/5-flowers/train/sunflower/22755811033_cd17b109e0.jpg,sunflower
data/5-flowers/train/tulip/8601596054_33e40c2a7a.jpg,tulip
data/5-flowers/train/daisy/8983779970_9d3a6a3bf2_n.jpg,daisy
data/5-flowers/train/sunflower/5293283002_9b17f085f7_m.jpg,sunflower
data/5-flowers/train/tulip/8454707381_453b4862eb_m.jpg,tulip
data/5-flowers/train/sunflower/15191613243_82ee8e0fe8.jpg,sunflower
data/5-flowers/train/sunflower/4933229095_f7e4218b28.jpg,sunflower
data/5-flowers/train/rose/4900231976_f8ced2b42a_n.jpg,rose
data/5-flowers/train/tulip/8697784345_e75913d220.jpg,tulip
data/5-flowers/train/sunflower/9445830851_e9a126fd1d_n.jpg,sunflower
data/5-flowers/train/rose/7409458444_0bfc9a0682_n.jpg,rose
data/5-flowers/train/sunflower/9651392844_77f90589ba_n.jpg,sunflower
data/5-flowers/train/rose/9164924345_6b63637acf.jpg,rose
data/5-flowers/train/rose/10894627425_ec76bbc757_n.jpg,rose
data/5-flowers/train/daisy/14716799982_ed6d626a66.jpg,daisy
data/5-flowers/train/dandelion/23192507093_2e6ec77bef_n.jpg,dandelion
data/5-flowers/train/sunflower/14348961225_09bd803317_n.jpg,sunflower
data/5-flowers/train/dandelion/14375349004_68d893254a_n.jpg,dandelion
data/5-flowers/train/dandelion/5675705011_82729927ca_n.jpg,dandelion
data/5-flowers/train/dandelion/15005530987_e13b328047_n.jpg,dandelion
data/5-flowers/train/tulip/14044685976_0064faed21.jpg,tulip
data/5-flowers/train/dandelion/7291185504_b740bbeba4_m.jpg,dandelion
data/5-flowers/train/sunflower/9484354480_07ff2ef0a6.jpg,sunflower
data/5-flowers/train/dandelion/4638438929_2ec76083c8_m.jpg,dandelion
data/5-flowers/train/daisy/9496209717_25a6ebdab6_m.jpg,daisy
data/5-flowers/train/rose/12406229175_82e2ac649c_n.jpg,rose
data/5-flowers/train/rose/18599603859_f2ec616ddf_n.jpg,rose
data/5-flowers/train/rose/8987479080_32ab912d10_n.jpg,rose
data/5-flowers/train/dandelion/16691236594_4287cea9d6_n.jpg,dandelion
data/5-flowers/train/dandelion/18282528206_7fb3166041.jpg,dandelion
data/5-flowers/train/daisy/3704306975_75b74497d8.jpg,daisy
data/5-flowers/train/rose/15104537437_f6730b38c3_n.jpg,rose
data/5-flowers/train/dandelion/6918170172_3215766bf4_m.jpg,dandelion
data/5-flowers/train/rose/16229215579_e7dd808e9c.jpg,rose
data/5-flowers/train/tulip/9019694597_2d3bbedb17.jpg,tulip
data/5-flowers/train/dandelion/13675534854_03caf51644_m.jpg,dandelion
data/5-flowers/train/tulip/13513851673_9d813dc7b0.jpg,tulip
data/5-flowers/train/tulip/6989946990_62c639ff16_n.jpg,tulip
data/5-flowers/train/tulip/4550278535_dfdf7b74ef.jpg,tulip
data/5-flowers/train/dandelion/14048849371_ec9dbafaeb_m.jpg,dandelion
data/5-flowers/train/tulip/5574219476_1f46775487_n.jpg,tulip
data/5-flowers/train/daisy/3275951182_d27921af97_n.jpg,daisy
data/5-flowers/train/rose/4765063233_f64440c20b.jpg,rose
data/5-flowers/train/dandelion/4607183665_3472643bc8.jpg,dandelion
data/5-flowers/train/daisy/3780380240_ef9ec1b737_m.jpg,daisy
data/5-flowers/train/rose/8060338380_eb6c806624_n.jpg,rose
data/5-flowers/train/daisy/8694909523_3ca25d449d_n.jpg,daisy
data/5-flowers/train/sunflower/21728822928_9f6817325a_n.jpg,sunflower
data/5-flowers/train/dandelion/8724252904_db9a5104df_m.jpg,dandelion
data/5-flowers/train/tulip/14097745904_436c4ba1b4_n.jpg,tulip
data/5-flowers/train/dandelion/8717787983_c83bdf39fe_n.jpg,dandelion
data/5-flowers/train/sunflower/4846786944_2832c5c8b8.jpg,sunflower
data/5-flowers/train/daisy/4814515275_6e25a6c18f.jpg,daisy
data/5-flowers/train/dandelion/14021281124_89cc388eac_n.jpg,dandelion
data/5-flowers/train/tulip/12764617214_12211c6a0c_m.jpg,tulip
data/5-flowers/train/tulip/14071516088_b526946e17_n.jpg,tulip
data/5-flowers/train/rose/5249566718_6109630c83_m.jpg,rose
data/5-flowers/train/tulip/13954659583_03981dea99_n.jpg,tulip
data/5-flowers/train/dandelion/5655177340_78fc36ce59_m.jpg,dandelion
data/5-flowers/train/rose/15274443248_76b9f3eb24.jpg,rose
data/5-flowers/train/sunflower/14925398441_107f3e0304_n.jpg,sunflower
data/5-flowers/train/sunflower/19519101829_46af0b4547_m.jpg,sunflower
data/5-flowers/train/rose/7304710956_015b41f802_m.jpg,rose
data/5-flowers/train/daisy/8348621545_8f02b82662_n.jpg,daisy
data/5-flowers/train/sunflower/7012364067_5ffc7654c9_m.jpg,sunflower
data/5-flowers/train/daisy/14523675369_97c31d0b5b.jpg,daisy
data/5-flowers/train/sunflower/8081530919_c882d46bb0_n.jpg,sunflower
data/5-flowers/train/tulip/13910604778_e5f4588420.jpg,tulip
data/5-flowers/train/sunflower/4933229197_ff75a40d55.jpg,sunflower
data/5-flowers/train/tulip/4599815420_8ee42c2382.jpg,tulip
data/5-flowers/train/daisy/5948835387_5a98d39eff_m.jpg,daisy
data/5-flowers/train/tulip/8908097235_c3e746d36e_n.jpg,tulip
data/5-flowers/train/dandelion/5110102140_787d325757_n.jpg,dandelion
data/5-flowers/train/rose/4396642388_3081a38875_n.jpg,rose
data/5-flowers/train/sunflower/14244273988_a7484f18b7_m.jpg,sunflower
data/5-flowers/train/tulip/4525067924_177ea3bfb4.jpg,tulip
data/5-flowers/train/tulip/14025589299_eac64c51af_m.jpg,tulip
data/5-flowers/train/daisy/19813618946_93818db7aa_m.jpg,daisy
data/5-flowers/train/tulip/14278331403_4c475f9a9b.jpg,tulip
data/5-flowers/train/tulip/17862445825_f7031d6f26.jpg,tulip
data/5-flowers/train/daisy/2607132536_d95198e619_n.jpg,daisy
data/5-flowers/train/rose/6347846687_3f0a7c3176.jpg,rose
data/5-flowers/train/dandelion/8267315764_129f2e1d77_m.jpg,dandelion
data/5-flowers/train/sunflower/9483429732_5ae73eb672_n.jpg,sunflower
data/5-flowers/train/dandelion/6229634119_af5fec0a22.jpg,dandelion
data/5-flowers/train/rose/9309388105_12c0b8dd54_m.jpg,rose
data/5-flowers/train/dandelion/5862288632_1df5eb6dd0.jpg,dandelion
data/5-flowers/train/rose/3208417632_19138d8e35_n.jpg,rose
data/5-flowers/train/dandelion/18482768066_677292a64e.jpg,dandelion
data/5-flowers/train/sunflower/9056495873_66e351b17c_n.jpg,sunflower
data/5-flowers/train/tulip/19413898445_69344f9956_n.jpg,tulip
data/5-flowers/train/daisy/10140303196_b88d3d6cec.jpg,daisy
data/5-flowers/train/sunflower/4933824130_b99839a80d.jpg,sunflower
data/5-flowers/train/dandelion/17147436650_c94ae24004_n.jpg,dandelion
data/5-flowers/train/rose/13929462317_96342a9a44.jpg,rose
data/5-flowers/train/rose/14510185271_b5d75dd98e_n.jpg,rose
data/5-flowers/train/sunflower/9558632814_e78a780f4f.jpg,sunflower
data/5-flowers/train/rose/6864417932_36fa4ceecf_n.jpg,rose
data/5-flowers/train/sunflower/5037790727_57c527494f.jpg,sunflower
data/5-flowers/train/dandelion/4134441089_c8c1e6132a.jpg,dandelion
data/5-flowers/train/sunflower/5966729883_67f4fede93.jpg,sunflower
data/5-flowers/train/dandelion/6103898045_e066cdeedf_n.jpg,dandelion
data/5-flowers/train/dandelion/5716633491_55e6f02645_n.jpg,dandelion
data/5-flowers/train/sunflower/15054866658_c1a6223403_m.jpg,sunflower
data/5-flowers/train/tulip/4550091966_7f3e0f8802_n.jpg,tulip
data/5-flowers/train/daisy/3474942718_c418dae6f1.jpg,daisy
data/5-flowers/train/rose/12240165555_98625b1e88_n.jpg,rose
data/5-flowers/train/daisy/4440480869_632ce6aff3_n.jpg,daisy
data/5-flowers/train/tulip/16138212287_643bf336e1_m.jpg,tulip
data/5-flowers/train/daisy/14219214466_3ca6104eae_m.jpg,daisy
data/5-flowers/train/dandelion/13881700933_69a750d418_n.jpg,dandelion
data/5-flowers/train/sunflower/6080086410_17a02dcfb8.jpg,sunflower
data/5-flowers/train/tulip/14651383746_419dc73634_m.jpg,tulip
data/5-flowers/train/tulip/7166606598_5d2cd307c3.jpg,tulip
data/5-flowers/train/sunflower/19784656639_cd7f0a4a26_m.jpg,sunflower
data/5-flowers/train/dandelion/4944731313_023a0508fd_n.jpg,dandelion
data/5-flowers/train/rose/4910094611_8c7170fc95_n.jpg,rose
data/5-flowers/train/daisy/14147016029_8d3cf2414e.jpg,daisy
data/5-flowers/train/rose/14414117598_cf70df30de.jpg,rose
data/5-flowers/train/rose/3576488381_611f3446e0_n.jpg,rose
data/5-flowers/train/tulip/14087425312_2b5846b570_n.jpg,tulip
data/5-flowers/train/sunflower/5043409092_5b12cc985a_m.jpg,sunflower
data/5-flowers/train/tulip/14487762578_baba13d16a_m.jpg,tulip
data/5-flowers/train/dandelion/7132482331_01769e36e9_n.jpg,dandelion
data/5-flowers/train/rose/4504220673_af754fcb40_n.jpg,rose
data/5-flowers/train/dandelion/4633792226_80f89c89ec_m.jpg,dandelion
data/5-flowers/train/sunflower/8266310743_02095e782d_m.jpg,sunflower
data/5-flowers/train/sunflower/14925398301_55a180f919_n.jpg,sunflower
data/5-flowers/train/dandelion/18587334446_ef1021909b_n.jpg,dandelion
data/5-flowers/train/tulip/8622237974_b362574785_n.jpg,tulip
data/5-flowers/train/dandelion/7270523166_b62fc9e5f1_m.jpg,dandelion
data/5-flowers/train/rose/4093390305_4010c736c9.jpg,rose
data/5-flowers/train/dandelion/4632757134_40156d7d5b.jpg,dandelion
data/5-flowers/train/rose/8562144481_1d629848ff.jpg,rose
data/5-flowers/train/rose/8949720453_66e8304c30.jpg,rose
data/5-flowers/train/tulip/8713357842_9964a93473_n.jpg,tulip
data/5-flowers/train/sunflower/5043404000_9bc16cb7e5_m.jpg,sunflower
data/5-flowers/train/tulip/4561670472_0451888e32_n.jpg,tulip
data/5-flowers/train/rose/15032112248_30c5284e54_n.jpg,rose
data/5-flowers/train/rose/14880561916_79aeb812fd_n.jpg,rose
data/5-flowers/train/dandelion/5673112305_02fe19297b_n.jpg,dandelion
data/5-flowers/train/sunflower/20972866151_e6a928b00a.jpg,sunflower
data/5-flowers/train/tulip/4681062529_36186617d9.jpg,tulip
data/5-flowers/train/sunflower/7176729016_d73ff2211e.jpg,sunflower
data/5-flowers/train/rose/12407768513_3440238148_n.jpg,rose
data/5-flowers/train/rose/8241471746_5d81fdd3c0_n.jpg,rose
data/5-flowers/train/dandelion/17020815734_81e8db8008_m.jpg,dandelion
data/5-flowers/train/rose/8723767157_c45bfd3ab6.jpg,rose
data/5-flowers/train/dandelion/5110104894_a52c685516_n.jpg,dandelion
data/5-flowers/train/tulip/7166539842_43b7e02883.jpg,tulip
data/5-flowers/train/dandelion/3761310831_41b5eba622_n.jpg,dandelion
data/5-flowers/train/sunflower/5970301989_fe3a68aac8_m.jpg,sunflower
data/5-flowers/train/daisy/5876455546_32049e5585.jpg,daisy
data/5-flowers/train/tulip/17078716890_68e0723389_n.jpg,tulip
data/5-flowers/train/sunflower/15054751430_5af76f6096_n.jpg,sunflower
data/5-flowers/train/tulip/5543457754_89c44c88de_n.jpg,tulip
data/5-flowers/train/tulip/4520582070_d14a14f038.jpg,tulip
data/5-flowers/train/sunflower/4848279231_c4960e28b2_n.jpg,sunflower
data/5-flowers/train/daisy/7568630428_8cf0fc16ff_n.jpg,daisy
data/5-flowers/train/dandelion/8978962053_0727b41d26.jpg,dandelion
data/5-flowers/train/tulip/13530796853_e5993f57d6_n.jpg,tulip
data/5-flowers/train/dandelion/14060367700_fe87e99b6a_m.jpg,dandelion
data/5-flowers/train/dandelion/8168031302_6e36f39d87.jpg,dandelion
data/5-flowers/train/dandelion/18996760154_58d3c48604.jpg,dandelion
data/5-flowers/train/rose/5159317458_bbb22e2f65_n.jpg,rose
data/5-flowers/train/dandelion/7153497513_076486e26b_n.jpg,dandelion
data/5-flowers/train/daisy/3415180846_d7b5cced14_m.jpg,daisy
data/5-flowers/train/rose/3407482427_49d5c75291_m.jpg,rose
data/5-flowers/train/sunflower/4933824012_8cbfe606f6.jpg,sunflower
data/5-flowers/train/tulip/4522130258_9ee44cf73f_m.jpg,tulip
data/5-flowers/train/dandelion/4676527148_d701b9202f_n.jpg,dandelion
data/5-flowers/train/daisy/4496202781_1d8e776ff5_n.jpg,daisy
data/5-flowers/train/tulip/17189526216_fa24dd541a_n.jpg,tulip
data/5-flowers/train/tulip/13509973805_bda5fa8982.jpg,tulip
data/5-flowers/train/rose/12450781274_eb78723921.jpg,rose
data/5-flowers/train/tulip/6931748252_68f06086b3.jpg,tulip
data/5-flowers/train/sunflower/12471791574_bb1be83df4.jpg,sunflower
data/5-flowers/train/daisy/4301689054_20519e5b68.jpg,daisy
data/5-flowers/train/dandelion/3730618647_5725c692c3_m.jpg,dandelion
data/5-flowers/train/tulip/13514131694_d91da4f4fc.jpg,tulip
data/5-flowers/train/daisy/5700781400_65761f3fce.jpg,daisy
data/5-flowers/train/daisy/2632216904_274aa17433.jpg,daisy
data/5-flowers/train/daisy/14167543177_cd36b54ac6_n.jpg,daisy
data/5-flowers/train/dandelion/3991962484_085ba2da94.jpg,dandelion
data/5-flowers/train/sunflower/15054865217_e398d0dc9f_n.jpg,sunflower
data/5-flowers/train/tulip/13289268363_b9337d751e.jpg,tulip
